Item_No,Material_Class,Composition_Formula,Hydrogen_Weight_Percent,Heat_of_Formation_kJperMolH2,Temperature_oC,Pressure_Atmospheres_Absolute,Author_Year,Reference_Number,Comment1,Comment2,Comment3
2043,MIC,CeCo3,1.2,,,,"Guidotti, 1977",105,,,
2044,MIC,CeCo3,1.3,,50,0.2,"van Essen, 1980",355,,,
2045,MIC,CeCo3,1.6,38.1,50,0.2,"Burnasheva, 1977",543,,,
2046,MIC,CeCo3,1.9,,,,"Lushnikov, 2002",1352,,P=1800 atm,No plateau
2047,MIC,CeCo3 (M),1,38.1,79,0.3,"Tauber, 1976",529,,,
2048,MIC,CeCo5,0.9,,,,"Fokin, 1982",539,,,
2049,MIC,CeFe11Ti,0.1,,,,"Isnard, 1998",1298,,,
2050,MIC,CeMg12,6,,325,3,"Darriet, 1984",540,,,
2051,MIC,CeMg9,4,,349,5,"Reilly, 1974",491,,,
2052,MIC,CeNi2.2Mn.8,1.7,,,,"Verbetsky, 1996",636,,,
2053,MIC,CeNi2Co,1.7,,,,"Lushnikov, 2002",1352,,P=1800 atm,No plateau
2054,MIC,CeNi3,0.9,,50,0.09,"van Essen, 1980",355,,,
2055,MIC,CeNi3,1,,,,"Guidotti, 1977",105,,,
2056,MIC,CeNi3,1.8,,,,"Verbetsky, 1996",636,,,
2057,MIC,CeNiIn,0.4,,,,"Yartys, 2002",1342,,Deuterium,
2058,MIC,CePtAl,0.3,24,22,1.2,"Bobet, 2002",1348,,,
2059,MIC,Dy2Co7 (M),1.1,35.8,50,2,"Goudy, 1976",186,,,
2060,MIC,Dy2Co7 (M),1.1,34.2,50,2,"Ming, 1999",1300,,,
2061,MIC,Dy2Fe17,0.3,,,,"Fruchart, 1995",618,,,
2062,MIC,Dy3Fe8Ox (x,1,,80,0.9,"Dariel, 1979",541,,,
2063,MIC,DyCo3,1.3,42,100,3,"Wallace, 1980",439,,,
2064,MIC,DyCo3,1.3,,,,"Malik, 1978",537,,,
2065,MIC,DyCo3,1.4,42.7,50,0.3,"Burnasheva, 1977",543,,,
2066,MIC,DyCo3(M),1.2,,0,0.02,"Dunlap, 1980",447,,,
2067,MIC,DyFe3,1,47.1,150,0.4,"Goudy, 1976",186,,,
2068,MIC,DyFe3(M),1.1,45.7,20,0.001,"Kierstead, 1980",449,,,
2069,MIC,DyNiAl,0.5,,,,"Kolomiets, 1999",1335,,Deuterium,
2070,MIC,Er2Co7 (M),1.3,29.6,50,8,"Goudy, 1976",186,,,
2071,MIC,Er2Fe14C,0.2,,,,"Obbade, 1991",695,,,
2072,MIC,Er2Fe17,0.3,,,,"Fruchart, 1995",618,,,
2073,MIC,Er3Al2,0.3,,,,"Semenenko, 1985",1151,,,
2074,MIC,Er3Ni,1.4,,,,"Nikitin, 1997",848,,,
2075,MIC,Er3Ni,1.4,,,,"Nikitin, 2001",1326,,,
2076,MIC,Er6Fe23,0.8,19,0,2,"Smith, 1983",612,,,
2077,MIC,Er6Fe23 (M),0.6,,0,0.01,"Boltich, 1981",544,,,
2078,MIC,Er6Mn23 (M),0.5,32.3,,,"Smith, 1987",692,,,
2079,MIC,ErCo3,1.2,38,100,10,"Wallace, 1980",439,,,
2080,MIC,ErCo3,1.2,,,,"Gualtieri, 1978",448,,,
2081,MIC,ErCo3,1.2,,120,1,"Shilov, 1981",530,,,
2082,MIC,ErCo3,1.3,39.8,50,0.2,"Burnasheva, 1977",543,,,
2083,MIC,ErFe3,0.8,,,,"Narasimhan, 1977",534,,,
2084,MIC,ErFe3,0.8,42.9,150,1.15,"Goudy, 1976",186,,,
2085,MIC,ErNi3,1,,25,1.3,"Goudy, 1976",186,,,
2086,MIC,ErNi3,1.5,23.8,-40,1.2,"Verbetsky, 1996",636,,,
2087,MIC,ErNiAl,0.3,,,,"Kolomiets, 1999",1335,,,
2088,MIC,Gd2Co7 (M),0.9,40,100,6,"Goudy, 1976",186,,,
2089,MIC,Gd2Fe17,0.3,,,,"Fruchart, 1995",618,,,
2090,MIC,Gd2Se4,0.8,,,,"Beck, 1962",45,,,
2091,MIC,Gd3Fe28Ta,0.3,,,,"Skolozdra, 2000",1311,,,
2092,MIC,Gd3Ni,1.6,,,,"Nikitin, 2001",1326,,,
2093,MIC,Gd3Ni6Al2,1,33.6,300,5.6,"Pechev, 1997",839,,,
2094,MIC,Gd5Fe2B6,0.7,,,,"Yartys, 1997",837,,,
2095,MIC,GdCo3,1.4,,,,"Burnasheva, 1977",542,,,
2096,MIC,GdCo3 (M),1.3,42.6,20,0.015,"Kierstead, 1981",444,,,
2097,MIC,GdCo3 (M),1.4,45,150,3,"Wallace, 1980",439,,,
2098,MIC,GdCo3 (M),1.4,,,,"Malik, 1978",537,,,
2099,MIC,GdCo3(M),1.3,,80,0.01,"Dunlap, 1980",447,,,
2100,MIC,GdCo3-yGay (M),0.5,,,,"Yartys', 1992",597,(y=0.6-1.0),,
2101,MIC,GdFe11Ti,0.1,,,,"Isnard, 1998",1298,,,
2102,MIC,GdFe3,1,50.4,150,0.18,"Goudy, 1976",186,,,
2103,MIC,GdFe3,1.9,,,,"Lushnikov, 2002",1352,,P=1800 atm,No plateau
2104,MIC,GdNiAl,0.6,,,,"Kolomiets, 1999",1335,,,
2105,MIC,Ho2Co7 (M),1.1,36.7,50,5,"Goudy, 1976",186,,,
2106,MIC,Ho2Fe17,0.3,,23,,"Fruchart, 1997",656,,,
2107,MIC,Ho2Fe17,0.3,,,,"Isnard, 1997",838,,,
2108,MIC,Ho2Fe17,0.3,,,,"Fruchart, 1995",618,,,
2109,MIC,Ho3Al2,0.3,,,,"Semenenko, 1985",1151,,,
2110,MIC,Ho3Fe8Ox (x,0.7,,50,0.9,"Dariel, 1979",541,,,
2111,MIC,Ho3Ni,0.9,,,,"Nikitin, 2001",1326,,,
2112,MIC,Ho6Fe23,0.7,,,,"Boltich, 1981",544,,,
2113,MIC,Ho6Fe23,0.8,24.3,0,0.3,"Smith, 1983",612,,,
2114,MIC,Ho6Mn23 (M),0.5,34.6,,,"Smith, 1987",692,,,
2115,MIC,Ho6Mn23 (M),,,,,"Smith, 1987",692,,,
2116,MIC,HoCo3,1.2,36,100,6,"Wallace, 1980",439,,,
2117,MIC,HoCo3,1.2,,,,"Malik, 1978",537,,,
2118,MIC,HoCo3,1.3,,,,"Burnasheva, 1977",542,,,
2119,MIC,HoFe10.5Mo1.5,0.1,,,,"Obbade, 1997",659,,,
2120,MIC,HoFe10Mo2,0.2,,,,"Obbade, 1997",659,,,
2121,MIC,HoFe11Mo,0.1,,,,"Obbade, 1997",659,,,
2122,MIC,HoFe11Ti,0.2,,,,"Obbade, 1997",659,,,
2123,MIC,HoFe3,1,44.6,150,0.63,"Goudy, 1976",186,,,
2124,MIC,La.5Ca.5Ni3,1.6,43.5,20,0.6,"Chen, 2000",1316,,,
2125,MIC,La.5Ca1.5MgNi9 (M),1.9,35.4,20,0.7,"Chen, 2000",1316,,,
2126,MIC,La1.6Ca.4Mg17,3.9,,,,"Khrussanova, 1985",436,,,
2127,MIC,La1.8Ca.2Mg17,3.3,,,,"Khrussanova, 1985",436,,,
2128,MIC,La1.8Ca.2Mg17,4,,400,2-Jan,"Pal, 1999",1338,,,
2129,MIC,La1.9Ca.1Mg17,3.8,,400,2-Jan,"Pal, 1999",1338,,,
2130,MIC,La15Ni8Si9,1.1,,,,"Morozkin, 2000",1320,,,
2131,MIC,La2.4Er3.8Co11Ga3,1,,30,0.04,"Pourarian, 1996",1170,,,absorption?
2132,MIC,La2.4Er3.8Co2Ni9Ga3,1,,30,0.08,"Pourarian, 1996",1170,,,
2133,MIC,La2.4Er3.8Co4Ni7Ga3,1,,30,0.05,"Pourarian, 1996",1170,,,absorption?
2134,MIC,La2Co17,0.7,,,,"Guidotti, 1977",105,,,
2135,MIC,La2Co3,1.1,,,,"Guidotti, 1977",105,,,
2136,MIC,La2Co7,1.2,,,,"Guidotti, 1977",105,,,
2137,MIC,La2Mg17,1.7,,265,1,"Slattery, 1995",433,,,
2138,MIC,La2Mg17,1.7,,100,4,"Yajima, 1977",188,,,
2139,MIC,La2Mg17,4.5,,,,"Khrussanova, 1985",436,,,
2140,MIC,La2Mg17,5.5,,,,"Darriet, 1980",433,,,
2141,MIC,La2Mg17,6.05,,25,18-Feb,"Dutta, 1990",442,,,
2142,MIC,La2Ni.8Si1.2,1,,,,"Lushnikov, 1999",1309,,,
2143,MIC,La2Ni1.2Si.8,1.2,,,,"Lushnikov, 1999",1309,,,
2144,MIC,La2Ni3,1,,,,"van Mal, 1976",360,,,
2145,MIC,La2Ni7,1.35,,,,"Guidotti, 1977",105,,,
2146,MIC,La2Ni7,1.4,,50,3,"Osterreicher, 1976",524,,,
2147,MIC,La2Ni7,1.6,,,,"Mikheeva, 1978",535,,,
2148,MIC,La2NiSi,1.1,,,,"Lushnikov, 1999",1309,,,
2149,MIC,La3Al,1.2,,,,"Beck, 1962",45,,,
2150,MIC,La3Ni,1.8,,,,"Mikheeva, 1978",535,,,
2151,MIC,La3Ni,1.8,,,,"van Mal, 1976",360,,,
2152,MIC,La3Ni,1.9,,30,0.001,"Au, 1994",599,,,
2153,MIC,La5Co19,1.1,,,,"Guidotti, 1977",105,,,
2154,MIC,La5Mg2Ni23,1.5,,60,0.4,"Kohno, 2000",1321,,,
2155,MIC,La6Ni2Si3,1.2,,,,"Lushnikov, 1999",1309,,,
2156,MIC,La6Ni2Si3,1.2,,,,"Morozkin, 2000",1320,,,
2157,MIC,La7Ni3,1.7,152,,,"Busch, 1978",189,,,
2158,MIC,La7Ni3,1.8,,,,"Osterreicher, 1976",524,,,
2159,MIC,LaCaMgNi6Al.3,1.9,30,20,0.4,"Chen, 2000",1295,,,Sloping plateau
2160,MIC,LaCaMgNi6Al3,1.8,30,20,0.4,"Chen, 2000",1316,,,Sloping plateau
2161,MIC,LaCaMgNi6Mn.3,1.8,32.3,20,1,"Chen, 2000",1295,,,
2162,MIC,LaCaMgNi6Mn3,1.8,32.3,20,1.3,"Chen, 2000",1316,,,
2163,MIC,LaCaMgNi9,1.8,33,20,2.5,"Chen, 2000",1295,,,
2164,MIC,LaCaMgNi9,1.8,33,20,2.5,"Chen, 2000",1316,,,
2165,MIC,LaCo13,0.3,,,,"Guidotti, 1977",105,,,
2166,MIC,LaCo13,0.4,,,,"Nikitin, 1999",1306,,,
2167,MIC,LaCo3,0.9,,,,"Guidotti, 1977",105,,,
2168,MIC,LaMg2Cu2,2.4,64.2,170,0.4,"Kadir, 1999",1305,,,
2169,MIC,LaMg2Ni9,0.33,,30,3,"Kadir, 2000",1314,,,
2170,MIC,LaNi3,1.2,,,,"Guidotti, 1977",105,,,
2171,MIC,LaNi3,1.4,,,,"Chen, 2000",1316,,,"Amorphous, no plateau"
2172,MIC,LaNi3,1.6,,,,"Osterreicher, 1976",524,,,
2173,MIC,LaNi3,1.7,,,,"Mikheeva, 1978",535,,,
2174,MIC,LaNiIn,0.4,,,,"Yartys, 2002",1342,,Deuterium,
2175,MIC,LaNiSn,0.6,,,,"Yartys, 2002",1343,,Deuterium,
2176,MIC,LnMg12,5.9,,325,3,"Darriet, 1980",433,"(Ln = Ce, La, Mm)",,
2177,MIC,Lu2Fe17,0.2,,,,"Fruchart, 1995",618,,,
2178,MIC,Lu6Fe23,0.6,39.7,0,2,"Smith, 1983",612,,,
2179,MIC,LuCo3 (M),1,32,20,5.9,"Kierstead, 1984",571,,,
2180,MIC,LuNiAl,0.4,,,,"Kolomiets, 1999",1335,,,
2181,MIC,Mg2Al3,2.3,,326,10,"Reilly, 1976",490,,,
2182,MIC,Mg2AlLi.28,3.8,,352,15,"Reilly, 1976",490,,,
2183,MIC,Mg2Ni3,1.5,,,,"Takamura, 2002",1344,,"P=50,000 atm",
2184,MIC,Mg4Al5,2.2,,301,12,"Reilly, 1974",491,,,
2185,MIC,Mg51Zn20,3.6,80.9,330,8,"Bruzzone, 1983",431,,,
2186,MIC,Mg5Al4,5.4,,326,7,"Reilly, 1976",490,,,
2187,MIC,Mg6Pd,0.9,80.3,160,0.014,"Kume, 1987",576,,,
2188,MIC,MgAl,3,,352,23,"Reilly, 1974",491,,,
2189,MIC,MgAl.89Mn.19,5,,350,9,"Reilly, 1976",490,,,
2190,MIC,Mm2Co7,1.3,,,,"Guidotti, 1977",105,,,
2191,MIC,Mm2Ni7,0.7,,,,"Guidotti, 1977",105,,,
2192,MIC,Mm5Co19,1.2,,,,"Guidotti, 1977",105,,,
2193,MIC,MmCo2,1.1,,,,"Guidotti, 1977",105,,,
2194,MIC,MmCo3,1.3,,,,"Guidotti, 1977",105,,,
2195,MIC,MmMg9,4.8,,310,2.2,"Reilly, 1974",491,,,
2196,MIC,Nb3(Al.84Nb.16),0.8,,,,"Andersson, 2000",1318,,Deuterium,
2197,MIC,Nb3Al,0.6,,,,"Li, 1995",435,,,
2198,MIC,Nb3Sn,0.2,,,,"Beck, 1962",45,,,
2199,MIC,Nb51.5Ni48.5,0.1,,,,"Joubert, 2001",1331,Mu phase,Not saturated?,No plateau
2200,MIC,Nd2Co7,1.3,,,,"Guidotti, 1977",105,,,
2201,MIC,Nd2Co7 (M),1.2,56.7,125,0.9,"Goudy, 1976",186,,,
2202,MIC,Nd2Fe12.2Ga1.8B,0.3,,,,"Chacon, 2000",1330,,Deuterium,
2203,MIC,Nd2Fe13GaB,0.3,,,,"Chacon, 2000",1330,,Deuterium,
2204,MIC,Nd2Fe13SiBH3.8,0.3,,,,"Chacon, 1999",1301,,,
2205,MIC,Nd2Fe14B,0.5,,,,"Pourarian, 1986",575,,,
2206,MIC,Nd2Fe14BH3.8,0.4,,,,"Chacon, 1999",1301,,,
2207,MIC,Nd2Fe17,0.3,,23,,"Fruchart, 1997",656,,,
2208,MIC,Nd2Fe17,0.3,,,,"Isnard, 1997",838,,,
2209,MIC,Nd2Fe17,0.4,,,,"Fruchart, 1995",618,,,
2210,MIC,Nd3Ni,1.9,,30,0.001,"Au, 1994",599,,,
2211,MIC,Nd5Fe2B6,1,,,,"Yartys, 1997",837,,,
2212,MIC,Nd6Fe13Ga,0.7,,,,"Yartys, 2000",1323,,Deuterium,
2213,MIC,Nd6Fe13Ga,1.3,,,,"Yartys, 1997",657,,,
2214,MIC,Nd6Fe13Ge,1.2,,,,"Yartys, 1997",657,,,
2215,MIC,NdCo3,1.2,,,,"Burnasheva, 1977",542,,,
2216,MIC,NdCo3,1.3,,,,"Bartashevich, 1993",691,,,
2217,MIC,NdCo3 (M),1.3,54.5,20,0.29,"Kierstead, 1981",444,,,
2218,MIC,NdCo3(M),1.3,,80,0.02,"Dunlap, 1980",447,,,
2219,MIC,NdNiIn,0.4,,,,"Yartys, 2002",1342,,Deuterium,
2220,MIC,Pd3P.8,0.04,,,,"Udovic, 2002",1349,,,
2221,MIC,Pd9Si2,0.03,,,,"Udovic, 2002",1349,,,
2222,MIC,Pr2.5Mg.5Ni,2.4,,30,50,"Au, 1994",599,,,
2223,MIC,Pr2Co7,0.7,33.3,100,10,"Clinton, 1975",102,,,
2224,MIC,Pr2Co7,1.4,,,,"Guidotti, 1977",105,,,
2225,MIC,Pr2Co7 (M),1.1,54.6,150,2,"Goudy, 1976",186,,,
2226,MIC,Pr2DyNi,1.9,,30,15,"Au, 1994",599,,,
2227,MIC,Pr2Fe14B,0.5,,,,"Pourarian, 1986",575,,,
2228,MIC,Pr2Fe17,0.3,,23,,"Fruchart, 1997",656,,,
2229,MIC,Pr2Fe17,0.3,,,,"Isnard, 1997",838,,,
2230,MIC,Pr2Fe17,0.4,,,,"Fruchart, 1995",618,,,
2231,MIC,Pr2Ni7,1.4,,25,8.3,"Goudy, 1976",186,,,
2232,MIC,Pr3Al,1.3,,,,"Beck, 1962",45,,,
2233,MIC,Pr3Ni.5Cu.5,1.8,,30,2,"Au, 1994",599,,,
2234,MIC,Pr5Fe2B6,1,,,,"Yartys, 1997",837,,,
2235,MIC,PrCo3,1.3,54.2,100,0.02,"Clinton, 1975",102,,,
2236,MIC,PrCo3,1.5,,,,"Burnasheva, 1977",542,,,
2237,MIC,Rb4Mg3,2.4,,,,"Gingl, 1999",1302,,Deuterium,
2238,MIC,RFe11Ti,0.1,,,,"Nikitin, 2001",1329,"R= Y, Nd, Sm, Gd, Tb, Dy, Ho, Er, Yb, Lu",,
2239,MIC,Sm2Co17,0.4,,,,"Christodoulou, 1993",607,,,
2240,MIC,Sm2Fe14B,0.6,,,,"Pourarian, 1986",575,,,
2241,MIC,Sm2Fe14C,0.3,,,,"Obbade, 1991",695,,,
2242,MIC,Sm2Fe14Ga3,0.1,,,,"Mommer, 1998",1297,,,
2243,MIC,Sm2Fe17,0.4,,,,"Fruchart, 1995",618,,,
2244,MIC,Sm2Fe17,0.4,60 - 90,,,"Kuji, 2002",1347,,,No plateau
2245,MIC,Sm2Fe17,0.4,,,,"Mommer, 1998",1297,,,
2246,MIC,Sm2Fe17-yGay,0.2,,,,"Teresiak, 2000",1317,y=0-2,,
2247,MIC,Sm3Ru,1.5,,,,"Shilov, 1978",510,,,
2248,MIC,Sm5Fe2B6,0.9,,,,"Yartys, 1997",837,,,
2249,MIC,SmCo3,0.6,59.4,69,0.2,"Tauber, 1976",529,,,
2250,MIC,SmCo3,1.6,,175,1,"Shilov, 1981",530,,,
2251,MIC,SmFe11Ti,0.1,,,,"Isnard, 1998",1298,,,
2252,MIC,SmFe3,1,,350,0.7,"Christodoulou, 1993",835,,,
2253,MIC,SmMg3,0.9,,,,"Yamanaka, 1975",73,,,
2254,MIC,SmNiAl,0.5,,,,"Kolomiets, 1999",1335,,,
2255,MIC,SmTiFe11,0.15,,,,"Zhang, 1989",578,,,
2256,MIC,Tb2Co7 (M),1.1,40.4,50,2,"Goudy, 1976",186,,,
2257,MIC,Tb2Fe17,0.3,,,,"Fruchart, 1995",618,,,
2258,MIC,Tb3Fe28Ta,0.3,,,,"Skolozdra, 2000",1311,,,
2259,MIC,Tb5Fe2B6,0.9,,,,"Yartys, 1997",837,,,
2260,MIC,TbCo3 (M),1.3,44,100,1.5,"Wallace, 1980",439,,,
2261,MIC,TbCo3 (M),1.4,46.9,75,0.6,"Burnasheva, 1977",543,,,
2262,MIC,TbFe3,1.1,48,150,0.23,"Goudy, 1976",186,,,
2263,MIC,TbNiAl,0.6,,,,"Yartys, 1999",1308,,Deuterium,
2264,MIC,TbNiAl,0.5,,,,"Brinks, 2002",1346,,Deuterium,
2265,MIC,TbNiAl,0.6,,,,"Kolomiets, 1999",1335,,,
2266,MIC,TbNiSi,0.7,,,,"Brinks, 2001",1334,,,
2267,MIC,Th.8Er.2Fe3,0.5,,,,"Narasimhan, 1977",534,,,
2268,MIC,Th2Co7,0.5,,40,0.25,"Buschow, 1975",187,,,
2269,MIC,Th2Fe14B,0.3,,,,"Andreev, 1990",580,,,
2270,MIC,Th2Fe17,0.11,,,,"Buschow, 1977",187,,,
2271,MIC,Th2Fe17,0.4,,,,"Fruchart, 1995",618,,,
2272,MIC,Th2Fe7 (M),0.7,,40,0.6,"Buschow, 1977",187,,,
2273,MIC,Th2Ni17,0.1,,,,"Buschow, 1977",187,,,
2274,MIC,Th6Mn23,1,,,,"Beck, 1962",45,,,
2275,MIC,Th6Mn23,1.1,,24,0.22,"Malik, 1984",572,,,
2276,MIC,Th6Mn23,1.1,,,,"Malik, 1977",538,,,
2277,MIC,Th7Co3,1.2,,,,"Malik, 1980",536,,,
2278,MIC,Th7Co3,1.7,,40,0.5,"Buschow, 1975",187,,,
2279,MIC,Th7Fe3,1.3,,,,"Schlapbach, 1982",437,,,
2280,MIC,Th7Fe3,1.7,,,,"Malik, 1980",536,,,
2281,MIC,Th7Fe3,1.7,,40,0.1,"Buschow, 1977",187,,,
2282,MIC,Th7Ni3,1.3,,,,"Malik, 1980",536,,,
2283,MIC,Th7Ni3,1.4,,,,"Beck, 1962",45,,,
2284,MIC,Th7Ni3,1.5,,40,0.01,"Buschow, 1977",187,,,
2285,MIC,ThFe3,0.7,,40,0.1,"Buschow, 1977",187,,,
2286,MIC,ThNiAl,0.9,47,40,0.007,"Drulis, 1982",434,,,
2287,MIC,Ti2Ni,1.7,,,,"Takeshita, 2000",1322,,,No plateau
2288,MIC,Ti3Ag,2.1,,,,"Beck, 1962",45,,,
2289,MIC,Ti3Al,2.2,,,,"Beck, 1962",45,,,
2290,MIC,Ti3Al,2.7,,,,"Sornadurai, 2000",1324,,,
2291,MIC,Ti3Al,2.9,47,50,0.8,"Rudman, 1978",191,,,
2292,MIC,Ti3Al,3,,,,"Semenenko, 1982",532,,,
2293,MIC,Ti3Al,3.3,,,,"Ishikawa, 2001",1328,,,
2294,MIC,Ti3Al,3.4,,,,"Maeland, 1999",1337,,,
2295,MIC,Ti3Al,3.4,,,,"Hashi, 2001",1296,,,
2296,MIC,Ti3Au,1.4,,,,"Beck, 1962",45,,,
2297,MIC,Ti3PO.58,,,,,"Andersson, 1997",658,,,
2298,MIC,Ti3Pt,0.6,,,,"Beck, 1962",45,,,
2299,MIC,Ti3Sb,0.8,110,,,"Rao, 1982",533,,,
2300,MIC,Ti3Sb,1,,,,"Skripov, 1994",600,,,
2301,MIC,Ti3Sn,0.34,101,,,"Rudman, 1978",193,,,
2302,MIC,Ti3Sn,0.35,,,,"Beck, 1962",45,,,
2303,MIC,Ti3Sn,0.4,,,,"Vennstrom, 2002",1345,,Deuterium,
2304,MIC,Ti45Zr38Ni17,2.3,,,,"Konstanchuk, 2001",1333,Quasicrystalline,at 230C and 1.2 atm,
2305,MIC,Ti4Cu2O,0.8,27 - 34,,,"Takeshita, 2000",1313,,,No plateau
2306,MIC,Ti4Ni2C,1.1,,40,0.4,"Takeshita, 2000",1322,,,Sloping plateau
2307,MIC,Ti4Ni2N,1.2,,0,0.4,"Takeshita, 2000",1322,,,Sloping plateau
2308,MIC,Ti4Ni2O,0.9,,0,1.2,"Takeshita, 2000",1322,,,Sloping plateau
2309,MIC,Ti75Al25,3.3,,,,"Hashi, 2002",1351,,,
2310,MIC,Ti75-xAl25Cox,1.6,,,,"Ishikawa, 2001",1328,x=15 & 25,,
2311,MIC,Ti75-xAl25Crx,0.6,,,,"Ishikawa, 2001",1328,x=15 & 25,,
2312,MIC,Ti75-xAl25Cux,1.8,,,,"Ishikawa, 2001",1328,x=15 & 25,,
2313,MIC,Ti75-xAl25Fex,2.1,,,,"Ishikawa, 2001",1328,x=15 & 25,,
2314,MIC,Ti75-xAl25Hfx,2.1,,,,"Ishikawa, 2001",1328,x=15 & 25,,
2315,MIC,Ti75-xAl25Mnx,1.5,,,,"Ishikawa, 2001",1328,x=15 & 25,,
2316,MIC,Ti75-xAl25Mox,1.4,,,,"Ishikawa, 2002",1350,x=15 & 25,,
2317,MIC,Ti75-xAl25Nbx,2.3,,,,"Ishikawa, 2002",1350,x=15 & 25,,
2318,MIC,Ti75-xAl25Nix,1.9,,,,"Ishikawa, 2001",1328,x=15 & 25,,
2319,MIC,Ti75-xAl25Pdx,1.3,,,,"Ishikawa, 2002",1350,x=15 & 25,,
2320,MIC,Ti75-xAl25Tax,1.9,,,,"Ishikawa, 2002",1350,x=15 & 25,,
2321,MIC,Ti75-xAl25Vx,2.4,,,,"Ishikawa, 2001",1328,x=15 & 25,,
2322,MIC,Ti75-xAl25Wx,0.9,,,,"Ishikawa, 2002",1350,x=15 & 25,,
2323,MIC,Ti75-xAl25Zrx,2.6,,,,"Ishikawa, 2001",1328,x=15 & 25,,
2324,MIC,Ti80Al20,2.5,,,,"Hashi, 2002",1351,,,
2325,MIC,TiAl3,0,,,,"Semenenko, 1982",532,,,
2326,MIC,TiCu3,0.3,,500,0.56,"Arita, 1979",495,,,
2327,MIC,TiCu3,0.6,,,,"Padurets, 1982",498,,,
2328,MIC,TiCu3,0.8,,,,"Yamanaka, 1975",73,,,
2329,MIC,TiNi,1.3,,,,"Takeshita, 2000",1322,,,No plateau
2330,MIC,Tm2Fe14C,0.2,,,,"Obbade, 1991",695,,,
2331,MIC,Tm2Fe17,0.2,,,,"Fruchart, 1995",618,,,
2332,MIC,TmNiAl,0.6,,,,"Kolomiets, 1999",1335,,,
2333,MIC,U(Fe.3Ni.7)Al,0.2,,,,"Raj, 2000",1310,,,
2334,MIC,U5Ni4Pd,0.1,,,,"Drulis, 1982",434,,,
2335,MIC,U6Co,1,,,,"Beck, 1962",45,,,
2336,MIC,UCoAl,0.4,,,,"Drulis, 1982",434,,,
2337,MIC,UMnAl,0.05,,,,"Drulis, 1982",434,,,
2338,MIC,UNiAl,0.8,48,,,"Drulis, 1982",434,,,
2339,MIC,V3Ga,0.7,,,,"Skripov, 1994",696,,,
2340,MIC,V3Sn,0.4,,,,"Beck, 1962",45,,,
2341,MIC,V75Nb5Ni20,1,,,,"Joubert, 2001",1331,Sigma phase,Not saturated?,No plateau
2342,MIC,V75Ni25,0.9,,,,"Joubert, 2001",1331,Sigma phase,Not saturated?,No plateau
2343,MIC,V75Ti5Ni20,1.1,,,,"Joubert, 2001",1331,Sigma phase,Not saturated?,No plateau
2344,MIC,V80Ni20,0.9,,,,"Joubert, 2001",1331,A15 phase,,No plateau
2345,MIC,WO3,0.1,,,,"Dobrovolsky, 2001",1341,,,
2346,MIC,Y1-xZrxCo2.9,0.8,,22,0.01 - 6,"Kanematsu, 1993",598,(x=0-0.3),,
2347,MIC,Y2Co7,0.3,,50,2-Oct,"van Essen, 1980",355,,,
2348,MIC,Y2Co7,1.3,38,20,0.25,"Yamaguchi, 1985",573,,,
2349,MIC,Y2Fe14B,0.5,,,,"Pourarian, 1986",575,,,
2350,MIC,Y2Fe17,0.3,,,,"Fruchart, 1995",618,,,
2351,MIC,Y2Ni7,0.3,,50,2.5,"van Essen, 1980",355,,,
2352,MIC,Y3Al2,1,,,,"Semenenko, 1985",1151,,,
2353,MIC,Y3Co,2.5,,,,"van Mal, 1976",360,,,
2354,MIC,Y3Co2,2.8,,,,"Chernikov, 1983",432,,,
2355,MIC,Y3Fe28Ta,0.4,,,,"Skolozdra, 2000",1311,,,
2356,MIC,Y3Fe8Ox (x,1,,50,0.9,"Dariel, 1979",541,,,
2357,MIC,Y3Ni,2.4,,,,"van Mal, 1976",360,,,
2358,MIC,Y3Ni,2.4,,,,"Nikitin, 2001",1326,,,
2359,MIC,Y3Ni2,1.9,,,,"van Mal, 1976",360,,,
2360,MIC,Y4.3Sc.7Si2.6Ge.4,0.5,39.4,426,1.5,"McColm, 1987",611,,,
2361,MIC,Y4Co3,2.1,,,,"van Mal, 1976",360,,,
2362,MIC,Y5Si3,0.4,53.3,398,0.3,"McColm, 1986",574,,,
2363,MIC,Y5Si3C.3,1.1,44.7,,,"Hassen, 2000",1325,,,
2364,MIC,Y5Si3C.5,1.4,39.5,,,"Hassen, 2000",1325,,,
2365,MIC,Y6Fe23,1.1,,,,"Smith, 1983",612,,,
2366,MIC,Y6Fe23,1.2,,50,5-Oct,"van Essen, 1980",355,,,
2367,MIC,Y6Mn23,1.1,,,,"van Mal, 1976",360,,,
2368,MIC,Y6Mn23,1.3,,,,"Malik, 1984",572,,,
2369,MIC,Y6Mn23,1.4,,,,"Malik, 1977",538,,,
2370,MIC,YCo2.4Fe.6 (M),1.5,,120,0.8,"Yamaguchi, 1989",615,,,
2371,MIC,YCo2.4Ni.6 (M),1.4,,120,3.5,"Yamaguchi, 1989",615,,,
2372,MIC,YCo2.9Ni.1 (M),0.6,,28,0.27,"Tauber, 1976",529,,,
2373,MIC,YCo3,0.4,,50,0.005,"van Essen, 1980",355,,,
2374,MIC,YCo3,1.5,,,,"Chernikov, 1983",432,,,
2375,MIC,YCo3,1.5,44,75,0.45,"Yamaguchi, 1985",573,,,
2376,MIC,YCo3,1.6,,,,"Burnasheva, 1977",542,,,
2377,MIC,YCo3 (M),0.6,,43,0.6,"Tauber, 1976",529,,,
